ORIGIN,,,,,,,,,,STATUS,,,,,DESCRIPTION AND CATALOG OF THE RULE,,,,,,MAIN DATA INFORMATION,,,,,,,,,,,TECHNICAL INFORMATION,,,,,,,,,,,,,,,,,,,,"Modificado (cambiado color a amarillo) --> NO TOCAR ARRASTRAR FORMULA
Nueva versión en verde (ajustar MMRule ""0N"")--> (Normativa de repositorios de configuraciones y jobs - 3.2 )",,,,,Extra info C360,,,Revision Final-WIP,,nueva version en verde,,,,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
F116","This field must have one of the values ​​recorded in your catalog: 
F116",g_ctrng_hu_asst_type,,,,,,t_ejb6_digital_sales_op_ctr,,,,,,,,,N/A,F116,,,,,,,,N/A,FALSE,,28a3e0eb64,NEW,,16.1.0,EJB6_digital-sales-op-ctr_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-digitalsalesopctrmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-digitalsalesopctrmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",EJB6,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-ejb6/blob/16.1.0/hammurabi/confs/master/ejb6/EJB6_digital-sales-op-ctr_MRField.conf,,06/05/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por 
g_operation_number_id
gf_cutoff_date
es único y no existen duplicados en la tabla","The Table does not contain duplicates in its Primary Key formed by 
g_operation_number_id
gf_cutoff_date
","g_operation_number_id
gf_cutoff_date
",,,,,,t_ejb6_digital_sales_op_ctr,,,,,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,28a3e0ec3b,NEW,,16.1.0,EJB6_digital-sales-op-ctr_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-digitalsalesopctrmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-digitalsalesopctrmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",EJB6,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-ejb6/blob/16.1.0/hammurabi/confs/master/ejb6/EJB6_digital-sales-op-ctr_MRField.conf,,06/05/2025,Stock,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Comprobar que el valor del campo este entre el rango [0.0 , ]","Check that the field value is within the range [0.0, ]",gf_vehicle_autonomy_number,,,,,,t_kpan_mobility_partner_oppy,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,28ad275881,NEW,,16.1.4,KPAN_mobility-partner-oppy_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0",KPAN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kpan/blob/16.1.4/hammurabi/confs/master/kpan/KPAN_mobility-partner-oppy_MRField.conf,,29/05/2025,New Flow,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Comprobar que el valor del campo este entre el rango [0.0 , ]","Check that the field value is within the range [0.0, ]",gf_vehicle_dailys_km_number,,,,,,t_kpan_mobility_partner_oppy,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,28ad280c23,NEW,,16.1.4,KPAN_mobility-partner-oppy_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0",KPAN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kpan/blob/16.1.4/hammurabi/confs/master/kpan/KPAN_mobility-partner-oppy_MRField.conf,,29/05/2025,New Flow,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.4-Checking the data value within the expected range (value within a range),,NO,,"Comprobar que el valor del campo este entre el rango [0.0 , ]","Check that the field value is within the range [0.0, ]",gf_vehicle_power_kwh_number,,,,,,t_kpan_mobility_partner_oppy,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,28ad2859f8,NEW,,16.1.4,KPAN_mobility-partner-oppy_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KPAN_APP-ID-385678_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/kpan-gl-hmm-qlt-mobilitypartneroppymrfield-01.json?at=refs%2Ftags%2Fv18.4.0",KPAN,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-kpan/blob/16.1.4/hammurabi/confs/master/kpan/KPAN_mobility-partner-oppy_MRField.conf,,29/05/2025,New Flow,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,5.6-Logical comparison (=) between concatenation fields and a value,,NO,,"Comprobar que el campo g_entity_id es la concatenación de los campos: g_country_id,gf_entity_id","Verify that the g_entity_id field is the concatenation of the fields: g_country_id, gf_entity_id",g_entity_id,,,,,,t_knfa_vehicles_center,,,,,,,,,N/A,N/A,,,,,,,,N/A,FALSE,,28ada3e2d7,NEW,,16.1.4,KNFA_vehicles-center_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_KNFA_APP-ID-25589_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/knfa-gl-hmm-qlt-vehiclescentermrfield-01.json?at=refs%2Ftags%2Fv18.3.3",KNFA,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-knfa/blob/16.1.4/hammurabi/confs/master/knfa/KNFA_vehicles-center_MRField.conf,,29/05/2025,New Flow,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
D982","This field must have one of the values ​​recorded in your catalog: 
D982",gf_asset_type,,,,,,t_l9ct_prod_assets_oilgas,,,,,,,,,N/A,D982,,,,,,,,gf_information_source_id,FALSE,,28ada4e021,MOD,,16.1.4,L9CT_prod-assets-oilgas_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_id)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_prod-assets-oilgas_MRField.conf,,29/05/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
E760","This field must have one of the values ​​recorded in your catalog: 
E760",g_produced_resource_type,,,,,,t_l9ct_prod_assets_oilgas,,,,,,,,,N/A,E760,,,,,,,,gf_information_source_id,FALSE,,28ada4e0ef,MOD,,16.1.4,L9CT_prod-assets-oilgas_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_id)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_prod-assets-oilgas_MRField.conf,,29/05/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
E132","This field must have one of the values ​​recorded in your catalog: 
E132",g_asset_dev_stages_type,,,,,,t_l9ct_prod_assets_oilgas,,,,,,,,,N/A,E132,,,,,,,,gf_information_source_id,FALSE,,28ada4e1cd,MOD,,16.1.4,L9CT_prod-assets-oilgas_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_id)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-prodassetsoilgasmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_prod-assets-oilgas_MRField.conf,,29/05/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
D983","This field must have one of the values ​​recorded in your catalog: 
D983",gf_asset_type,,,,,,t_l9ct_prod_assets_oilgas_annual,,,,,,,,,N/A,D983,,,,,,,,gf_information_source_id,FALSE,,28ada4e2a3,MOD,,16.1.4,L9CT_prod-assets-oilgas-annual_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_id)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-prodassetsoilgasannmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-prodassetsoilgasannmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_prod-assets-oilgas-annual_MRField.conf,,29/05/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
E765","This field must have one of the values ​​recorded in your catalog: 
E765",g_ref_capacity_unit_id,,,,,,t_l9ct_prod_assets_oilgas_annual,,,,,,,,,N/A,E765,,,,,,,,gf_information_source_id,FALSE,,28ada4e375,MOD,,16.1.4,L9CT_prod-assets-oilgas-annual_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (gf_information_source_id)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-prodassetsoilgasannmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-prodassetsoilgasannmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_prod-assets-oilgas-annual_MRField.conf,,29/05/2025,Modified,
Local,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
Y/N","This field must have one of the values ​​recorded in your catalog: 
Y/N",g_dig_sales_ct_ind_type,,,,,,t_ejb6_digital_sales,,,,,,,,,N/A,Y/N,,,,,,,,N/A,FALSE,,28ada4d9a3,NEW,,16.1.2,EJB6_digital-sales_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/ejb6-gl-hmm-qlt-digitalsalesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_EJB6_APP-ID-169045_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/ejb6-gl-hmm-qlt-digitalsalesmrfield-01.json?at=refs%2Ftags%2Fv18.3.3",EJB6,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-ejb6/blob/16.1.2/hammurabi/confs/master/ejb6/EJB6_digital-sales_MRField.conf,,15/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.1-Checking the null data value (NULL or empty value),,YES,,El campo gf_isin_ext_fund_class_id de la tabla t_nols_commerc_external_funds debe estar informado,The field gf_isin_ext_fund_class_id from the object t_nols_commerc_external_funds must be informed,gf_isin_ext_fund_class_id,,,,,,t_nols_commerc_external_funds,,,,,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,28a9ab45e9,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.1-Checking the null data value (NULL or empty value),,YES,,El campo g_cntry_commercialization_ext_fund_id de la tabla t_nols_commerc_external_funds debe estar informado,The field g_cntry_commercialization_ext_fund_id from the object t_nols_commerc_external_funds must be informed,g_cntry_commercialization_ext_fund_id,,,,,,t_nols_commerc_external_funds,,,,,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,28a9ab46c7,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(12),The data value complies with the required format: ALPHANUMERIC(12),gf_isin_ext_fund_class_id,,,,,,t_nols_commerc_external_funds,,,,,,,,,ALPHANUMERIC(12),N/A,,,,,,,,N/A,TRUE,,28a9ab4799,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.2-Checking the format of the field (Data type and format),,YES,,El valor del dato cumple con el formato requerido: ALPHANUMERIC(2),The data value complies with the required format: ALPHANUMERIC(2),g_cntry_commercialization_ext_fund_id,,,,,,t_nols_commerc_external_funds,,,,,,,,,ALPHANUMERIC(2),N/A,,,,,,,,N/A,TRUE,,28a9ab486b,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.5-Checking the value of the data in the catalog (Value against catalog),,NO,,"Este campo debe tener alguno de los valores censados en su catálogo: 
C245","This field must have one of the values ​​recorded in your catalog: 
C245",g_cntry_commercialization_ext_fund_id,,,,,,t_nols_commerc_external_funds,,,,,,,,,N/A,C245,,,,,,,,N/A,FALSE,,28a9ab4941,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,4.2-Duplication of records for the same data (Duplicates),,YES,,"El campo clave formado por 
gf_cutoff_date
gf_isin_ext_fund_class_id
g_cntry_commercialization_ext_fund_id
es único y no existen duplicados en la tabla","The Table does not contain duplicates in its Primary Key formed by 
gf_cutoff_date
gf_isin_ext_fund_class_id
g_cntry_commercialization_ext_fund_id
","gf_cutoff_date
gf_isin_ext_fund_class_id
g_cntry_commercialization_ext_fund_id
",,,,,,t_nols_commerc_external_funds,,,,,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,28a9ab4a1d,NEW,,16.1.1,NOLS_commerc-external-funds_MRField.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmrfield-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/16.1.1/hammurabi/confs/master/nols/NOLS_commerc-external-funds_MRField.conf,,08/05/2025,Stock,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,4Q25,,4.3-Reconciliation of the same data between different tables / repositories at the same moment of time (accounting reconciliation / referential integrity),,NO,,Todo gf_isin_ext_fund_class_id de la tabla t_nols_commerc_external_funds tiene que estar en la tabla t_nols_external_funds,Every gf_isin_ext_fund_class_id from the t_nols_commerc_external_funds table must be in the t_nols_external_funds table,gf_isin_ext_fund_class_id,,,,,,t_nols_commerc_external_funds,,,t_nols_external_funds,g_operation_number_id,,,,,N/A,N/A,,,,,,,,N/A,TRUE,,28a9ab4aeb,MOD,,18.3.0,NOLS_commerc-external-funds_NOLS_external-funds_MMRule.conf,CUTOFF_DATE: Date of the data,,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/nols-gl-hmm-qlt-commercexternalfundmmrule-01.json?at=refs%2Ftags%2Fv18.3.6
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_NOLS_APP-ID-820326_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/nols-gl-hmm-qlt-commercexternalfundmmrule-01.json?at=refs%2Ftags%2Fv18.3.6",NOLS,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-nols/blob/18.3.0/hammurabi/confs/master/nols/NOLS_commerc-external-funds_NOLS_external-funds_MMRule.conf,,08/10/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.1-Checking the null data value (NULL or empty value),,YES,,El campo gf_external_data_company_id de la tabla t_l9ct_company_metric_year_cntry debe estar informado,The field gf_external_data_company_id from the object t_l9ct_company_metric_year_cntry must be informed,gf_external_data_company_id,,,,,,t_l9ct_company_metric_year_cntry,,,,,,,,,N/A,N/A,,,,,,,,g_data_source_origin_ex1_type,TRUE,,28ada4da8d,MOD,,16.1.4,L9CT_company-metric-year-cntry_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (g_data_source_origin_ex1_type)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-companymetricyearcnmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-companymetricyearcnmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_company-metric-year-cntry_MRField.conf,,29/05/2025,Modified,
Holding,,,,,,,,,N/A,FINISHED,DELIVERED,,2Q25,,3.1-Checking the null data value (NULL or empty value),,YES,,El campo g_metric_id de la tabla t_l9ct_company_metric_year_cntry debe estar informado,The field g_metric_id from the object t_l9ct_company_metric_year_cntry must be informed,g_metric_id,,,,,,t_l9ct_company_metric_year_cntry,,,,,,,,,N/A,N/A,,,,,,,,g_data_source_origin_ex1_type,TRUE,,28ada4db5b,MOD,,16.1.4,L9CT_company-metric-year-cntry_MRField.conf,"CUTOFF_DATE: Date of the data
SOURCE: Origin of data (g_data_source_origin_ex1_type)",,,"https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/europa/l9ct-gl-hmm-qlt-companymetricyearcnmrfield-01.json?at=refs%2Ftags%2Fv18.4.1
https://bitbucket.globaldevtools.bbva.com/bitbucket/projects/GL_L9CT_APP-ID-219787_DSG/repos/glgldh360gloqlt/browse/hammurabi/jobs/america/l9ct-gl-hmm-qlt-companymetricyearcnmrfield-01.json?at=refs%2Ftags%2Fv18.4.1",L9CT,,,,,https://bbva.ghe.com/platform/gl-cs-360-gdh-qlt-l9ct/blob/16.1.4/hammurabi/confs/master/l9ct/L9CT_company-metric-year-cntry_MRField.conf,,29/05/2025,Modified,
